有効利用,有効利用,5
構造改革,構造改革,8
雇用対策,雇用対策,5
中小企業,中小企業,7
児童手当,児童手当,19
財政状況,財政状況,6
経済社会,経済社会,8
景気回復,景気回復,21
公共事業,公共事業,4
企業年金,企業年金,7
能力開発,能力開発,5
景気対策,景気対策,6
少子高齢,少子高齢,4
セーフティーネット,セーフティーネット,4
少子高齢,少子高齢,7
科学技術,科学技術,6
役割分担,役割分担,5
重要課題,重要課題,5
地方税,地方税,8
少子高齢,少子高齢,18
内閣総理大臣,内閣総理大臣,4
食料自給,食料自給,21
景気回復,景気回復,8
環境対応,環境対応,5
日本経済,日本経済,5
教育基本,教育基本,20
健康保険,健康保険,5
経済社会,経済社会,4
構造改革,構造改革,14
消費税,消費税,15
介護保険,介護保険,38
少子高齢,少子高齢,24
医療保険制度,医療保険制度,5
補正予算,補正予算,4
公的年金,公的年金,4
緊急経済対策,緊急経済対策,8
地方分権,地方分権,4
官房長官,官房長官,4
少子高齢,少子高齢,9
我が国経済,我が国経済,8
不良債権,不良債権,15
発展基盤,発展基盤,7
企業年金,企業年金,19
中小企業,中小企業,6
設備投資,設備投資,4
医療保険制度,医療保険制度,5
回復軌道,回復軌道,4
経済成長,経済成長,4
金融機関,金融機関,13
国民生活,国民生活,4
金融システム,金融システム,6
社会保障,社会保障,17
構造改革,構造改革,4
児童手当,児童手当,4
産業構造,産業構造,9
支給開始年齢,支給開始年齢,5
財政再建,財政再建,14
厚生労働大臣,厚生労働大臣,7
給付水準,給付水準,4
現行制度,現行制度,4
雇用機会,雇用機会,5
運輸大臣,運輸大臣,4
情報公開,情報公開,5
重要課題,重要課題,5
厚生大臣,厚生大臣,5
我が国経済,我が国経済,17
社会保障,社会保障,48
重要課題,重要課題,21
経済社会,経済社会,4
公共事業,公共事業,5
賃貸住宅,賃貸住宅,5
構造改革,構造改革,32
少子高齢,少子高齢,5
地方税,地方税,20
自然環境,自然環境,4
ＩＴ革命,ＩＴ革命,6
雇用対策,雇用対策,5
セーフティーネット,セーフティーネット,5
所得税,所得税,38
構造改革,構造改革,5
社会経済情勢,社会経済情勢,4
我が国経済,我が国経済,8
地域社会,地域社会,6
農業生産,農業生産,4
中小企業,中小企業,4
経済社会,経済社会,5
社会保障,社会保障,5
一般会計,一般会計,8
回復軌道,回復軌道,9
地域社会,地域社会,7
改革クラブ,改革クラブ,5
社会保険方式,社会保険方式,4
国家公務員,国家公務員,5
抜本改革,抜本改革,43
補正予算,補正予算,5
年金制度,年金制度,14
経済社会,経済社会,4
行政改革,行政改革,4
地方公共団体,地方公共団体,9
金融システム,金融システム,5
医療保険,医療保険,15
総理大臣,総理大臣,5
地方分権,地方分権,5
地方分権,地方分権,12
経済情勢,経済情勢,4
日本経済,日本経済,7
患者負担,患者負担,18
介護サービス,介護サービス,4
少子高齢,少子高齢,4
中小企業,中小企業,22
国民生活,国民生活,5
基礎年金,基礎年金,12
社会保障制度,社会保障制度,21
介護保険,介護保険,5
中小企業,中小企業,5
日本経済,日本経済,6
発展基盤,発展基盤,7
地方財政,地方財政,8
補正予算,補正予算,7
努力義務,努力義務,5
少子高齢,少子高齢,7
公共事業,公共事業,4
充実強化,充実強化,8
医療保険制度,医療保険制度,6
構造改革,構造改革,4
現行制度,現行制度,6
公的年金,公的年金,4
行政改革,行政改革,5
社会保障,社会保障,24
閣議決定,閣議決定,16
回復軌道,回復軌道,4
老後生活,老後生活,9
地方公共団体,地方公共団体,8
我が国経済,我が国経済,5
経済社会,経済社会,11
補正予算,補正予算,24
社会保障,社会保障,6
ベンチャー企業,ベンチャー企業,15
公共事業,公共事業,18
創意工夫,創意工夫,4
児童手当,児童手当,5
地方公共団体,地方公共団体,6
十分配慮,十分配慮,5
構造改革,構造改革,4
医療保険制度,医療保険制度,11
公共事業,公共事業,9
賦課方式,賦課方式,25
個人消費,個人消費,7
経済新生,経済新生,4
国民年金,国民年金,4
雇用情勢,雇用情勢,9
高齢社会,高齢社会,6
中小企業,中小企業,7
発展基盤,発展基盤,11
雇用対策,雇用対策,4
支給開始年齢,支給開始年齢,4
景気対策,景気対策,4
景気回復,景気回復,19
構造改革,構造改革,31
我が国経済社会,我が国経済社会,4
職業生活,職業生活,4
地方公共団体,地方公共団体,4
医療制度,医療制度,9
医療保険制度,医療保険制度,8
社会保障,社会保障,19
社会保障制度,社会保障制度,7
地方公共団体,地方公共団体,5
回復軌道,回復軌道,9
基本理念,基本理念,4
医療制度,医療制度,7
技術開発,技術開発,5
年金給付,年金給付,7
構造改革,構造改革,17
役割分担,役割分担,4
回復軌道,回復軌道,4
中小企業,中小企業,10
抜本改革,抜本改革,8
財政再建,財政再建,6
医療制度,医療制度,4
構造改革,構造改革,4
技術開発,技術開発,4
高齢社会,高齢社会,9
所得税,所得税,11
補正予算,補正予算,10
年金制度,年金制度,5
中小企業,中小企業,5
日本経済,日本経済,5
社会保障制度,社会保障制度,8
景気回復,景気回復,6
社会資本,社会資本,4
社会保障制度,社会保障制度,5
消費税,消費税,58
環境整備,環境整備,9
社会保障,社会保障,4
構造改革,構造改革,9
高齢社会,高齢社会,10
行政改革,行政改革,9
補正予算,補正予算,8
予算編成,予算編成,4
セーフティーネット,セーフティーネット,4
食料自給,食料自給,8
抜本改革,抜本改革,17
社会保障,社会保障,12
法人税,法人税,4
淡路大震災,淡路大震災,8
規制緩和,規制緩和,4
経済情勢,経済情勢,5
財政構造改革,財政構造改革,5
経済成長,経済成長,4
地方公共団体,地方公共団体,4
社会保障,社会保障,6
社会資本整備,社会資本整備,9
介護保険,介護保険,9
年金制度,年金制度,4
改正法案,改正法案,6
自己負担,自己負担,4
地域社会,地域社会,4
景気回復,景気回復,6
日本新生,日本新生,4
公的年金,公的年金,49
地方公共団体,地方公共団体,13
抜本改革,抜本改革,6
地方公共団体,地方公共団体,4
教育改革,教育改革,5
経済新生対策,経済新生対策,5
雇用機会,雇用機会,9
地方公共団体,地方公共団体,11
国民年金,国民年金,6
年金制度,年金制度,5
知的障害,知的障害,4
少子高齢,少子高齢,8
所得保障,所得保障,4
中小企業,中小企業,5
年金制度,年金制度,8
保険制度,保険制度,6
雇用対策,雇用対策,9
健康保険,健康保険,8
回復軌道,回復軌道,7
雇用対策,雇用対策,11
社会保障,社会保障,4
連立政権,連立政権,12
我が国経済,我が国経済,5
介護保険制度,介護保険制度,10
介護保険,介護保険,13
回復軌道,回復軌道,18
基盤整備,基盤整備,4
構造改革,構造改革,7
構造変化,構造変化,7
景気回復,景気回復,6
税制改正,税制改正,7
補正予算,補正予算,4
少子高齢,少子高齢,83
国民生活,国民生活,4
少子高齢,少子高齢,4
年金制度,年金制度,19
我が国経済社会,我が国経済社会,6
提案理由,提案理由,5
重要課題,重要課題,4
医療制度,医療制度,5
老人医療,老人医療,4
公的年金,公的年金,52
年金制度,年金制度,5
公共施設,公共施設,5
法人税,法人税,5
年金制度,年金制度,9
雇用対策,雇用対策,10
附帯決議,附帯決議,6
地方分権,地方分権,5
改革クラブ,改革クラブ,11
医療制度,医療制度,143
不良債権,不良債権,15
特殊法人,特殊法人,4
社会保障,社会保障,23
少子高齢,少子高齢,5
抜本改革,抜本改革,37
公共事業,公共事業,4
社会資本整備,社会資本整備,5
構造改革,構造改革,10
都市基盤整備,都市基盤整備,11
景気対策,景気対策,6
ＩＴ革命,ＩＴ革命,22
国庫負担,国庫負担,6
少子高齢,少子高齢,10
我が国経済,我が国経済,27
少子高齢,少子高齢,5
発展基盤,発展基盤,6
老人医療,老人医療,7
補正予算,補正予算,18
大蔵大臣,大蔵大臣,6
補正予算,補正予算,16
総理大臣,総理大臣,8
公的年金,公的年金,14
社会保障,社会保障,5
日常生活,日常生活,8
経済社会,経済社会,9
介護保険制度,介護保険制度,29
地方公共団体,地方公共団体,31
地域社会,地域社会,4
経済運営,経済運営,5
抜本改革,抜本改革,4
科学技術,科学技術,9
地方公共団体,地方公共団体,7
高齢社会,高齢社会,4
地方公共団体,地方公共団体,5
財政状況,財政状況,4
国民生活,国民生活,4
中央省庁,中央省庁,6
賃貸住宅,賃貸住宅,4
回復軌道,回復軌道,8
官房長官,官房長官,5
努力義務,努力義務,8
情報公開,情報公開,6
ＩＴ革命,ＩＴ革命,4
医療保険,医療保険,7
金融機関,金融機関,4
内閣総理大臣,内閣総理大臣,5
少子高齢,少子高齢,4
医療保険,医療保険,4
景気回復,景気回復,4
財政運営,財政運営,9
高齢社会,高齢社会,4
公費負担,公費負担,6
年金給付,年金給付,5
法人税,法人税,5
支給開始年齢,支給開始年齢,4
耕作放棄,耕作放棄,4
財政再建,財政再建,10
中小企業,中小企業,8
社会保障,社会保障,8
知的障害,知的障害,21
持続可能,持続可能,4
中小企業,中小企業,4
高齢社会,高齢社会,5
社会保険,社会保険,9
少子化対策,少子化対策,7
国庫負担,国庫負担,5
内閣総理大臣,内閣総理大臣,6
自己責任,自己責任,5
地方財政,地方財政,12
公共事業,公共事業,5
公的年金,公的年金,34
国民生活,国民生活,37
少子高齢,少子高齢,4
経済運営,経済運営,6
特殊法人,特殊法人,4
日本経済,日本経済,4
地方団体,地方団体,4
基本方針,基本方針,23
基礎年金,基礎年金,7
ＩＴ革命,ＩＴ革命,5
補正予算,補正予算,7
セーフティーネット,セーフティーネット,6
給付水準,給付水準,5
年金制度,年金制度,9
雇用対策,雇用対策,9
税制改革,税制改革,5
地方分権,地方分権,4
情報通信,情報通信,5
年金制度,年金制度,5
関係省庁,関係省庁,5
少子高齢,少子高齢,25
公共事業,公共事業,15
個人消費,個人消費,5
公共事業,公共事業,16
制度改正,制度改正,5
構造改革,構造改革,9
淡路大震災,淡路大震災,4
介護保険,介護保険,19
セーフティーネット,セーフティーネット,5
整理合理,整理合理,7
景気回復,景気回復,14
行政改革,行政改革,4
医療制度,医療制度,11
自然環境,自然環境,9
現役世代,現役世代,5
発展基盤,発展基盤,4
我が国経済,我が国経済,5
地方公共団体,地方公共団体,6
公費負担,公費負担,7
国民生活,国民生活,5
雇用対策,雇用対策,4
中小企業,中小企業,4
景気対策,景気対策,4
確定給付,確定給付,8
中小企業対策,中小企業対策,4
雇用対策,雇用対策,6
ＩＴ革命,ＩＴ革命,10
経済活動,経済活動,4
国民生活,国民生活,6
介護サービス,介護サービス,15
閣議決定,閣議決定,6
公共事業,公共事業,5
最高税率,最高税率,14
経済新生対策,経済新生対策,5
身体障害,身体障害,4
緊急経済対策,緊急経済対策,5
景気回復,景気回復,4
国庫負担,国庫負担,11
介護保険,介護保険,4
成年後見制度,成年後見制度,11
雇用保険,雇用保険,6
情報通信,情報通信,20
規制改革,規制改革,4
社会保障制度,社会保障制度,6
経済成長,経済成長,4
経済構造改革,経済構造改革,4
個人所得課税,個人所得課税,4
住宅政策,住宅政策,6
児童手当,児童手当,10
経済成長,経済成長,4
情報通信技術,情報通信技術,5
地方公共団体,地方公共団体,4
精神障害,精神障害,22
高齢社会,高齢社会,7
少子高齢,少子高齢,4
雇用対策,雇用対策,10
安定供給,安定供給,10
財政構造改革,財政構造改革,4
少子高齢,少子高齢,8
国民生活,国民生活,4
判断能力,判断能力,17
年金制度,年金制度,7
構造改革,構造改革,4
構造改革,構造改革,23
社会保険,社会保険,7
情報通信,情報通信,5
ＩＴ革命,ＩＴ革命,32
抜本改革,抜本改革,17
経済新生対策,経済新生対策,11
補正予算,補正予算,11
セーフティーネット,セーフティーネット,8
基礎年金,基礎年金,7
公的年金制度,公的年金制度,6
エンゼルプラン,エンゼルプラン,5
少子高齢,少子高齢,5
社会保障,社会保障,6
少子高齢,少子高齢,8
厚生年金,厚生年金,11
構造改革,構造改革,10
構造改革,構造改革,4
雇用対策,雇用対策,5
経済社会,経済社会,6
発展基盤,発展基盤,9
地方分権,地方分権,16
経済社会,経済社会,7
所得税,所得税,4
人材育成,人材育成,5
雇用保険,雇用保険,4
介護保険,介護保険,7
公共交通機関,公共交通機関,5
産業競争,産業競争,4
介護保険,介護保険,6
日本新生プラン,日本新生プラン,5
年金制度,年金制度,25
国際競争,国際競争,9
社会保障制度,社会保障制度,4
セーフティーネット,セーフティーネット,4
経済成長,経済成長,5
構造改革,構造改革,5
基本方針,基本方針,9
施政方針演説,施政方針演説,4
社会保障,社会保障,14
社会保障,社会保障,31
基礎年金,基礎年金,4
我が国経済,我が国経済,27
支給開始年齢,支給開始年齢,4
地方公共団体,地方公共団体,15
制度改正,制度改正,10
少子高齢社会,少子高齢社会,4
社会保障制度,社会保障制度,9
子育て支援,子育て支援,5
福祉サービス,福祉サービス,7
社会保障,社会保障,4
公共施設,公共施設,4
中小企業,中小企業,12
地域社会,地域社会,4
閣議決定,閣議決定,4
閣議決定,閣議決定,8
国民年金,国民年金,7
児童手当,児童手当,32
改革クラブ,改革クラブ,7
医療制度,医療制度,4
中央省庁,中央省庁,8
科学技術,科学技術,4
ＩＴ革命,ＩＴ革命,4
社会保障,社会保障,16
技術開発,技術開発,12
社会保障制度,社会保障制度,6
国家公務員,国家公務員,9
公共交通機関,公共交通機関,8
少子高齢,少子高齢,4
構造改革,構造改革,9
社会保障,社会保障,6
科学技術,科学技術,23
社会保障,社会保障,4
発展基盤,発展基盤,13
少子高齢,少子高齢,8
地方分権,地方分権,7
総理大臣,総理大臣,7
国際競争,国際競争,4
消費税,消費税,4
国民年金,国民年金,4
経済成長,経済成長,4
ＩＴ革命,ＩＴ革命,6
補正予算,補正予算,6
子育て支援,子育て支援,6
確定拠出,確定拠出,28
公共事業,公共事業,14
日本新生プラン,日本新生プラン,18
附帯決議,附帯決議,6
社会保障制度,社会保障制度,4
経済新生対策,経済新生対策,5
構造改革,構造改革,5
行政改革,行政改革,5
介護保険,介護保険,8
年金制度,年金制度,10
経済情勢,経済情勢,5
財政構造改革,財政構造改革,28
ミスマッチ,ミスマッチ,4
安定供給,安定供給,5
個人消費,個人消費,4
特別措置,特別措置,5
景気回復,景気回復,40
身体障害,身体障害,5
個人消費,個人消費,7
社会保障,社会保障,12
消費税,消費税,4
地域社会,地域社会,6
ＩＴ革命,ＩＴ革命,5
雇用機会,雇用機会,4
少子高齢,少子高齢,9
財政構造改革,財政構造改革,5
社会保険,社会保険,8
公団住宅,公団住宅,7
構造改革,構造改革,38
少子高齢,少子高齢,16
雇用不安,雇用不安,5
食料自給,食料自給,8
給付水準,給付水準,4
中小企業,中小企業,4
企業年金,企業年金,4
一般会計,一般会計,4
技術革新,技術革新,7
介護保険,介護保険,7
規制緩和,規制緩和,5
充実強化,充実強化,7
消費税,消費税,9
社会保障制度,社会保障制度,4
雇用対策,雇用対策,5
経済運営,経済運営,4
介護保険,介護保険,4
景気回復,景気回復,6
社会保障,社会保障,7
国民生活,国民生活,7
介護保険,介護保険,5
介護保険,介護保険,6
児童手当,児童手当,4
公的年金,公的年金,19
国債発行,国債発行,6
景気回復,景気回復,6
国民生活,国民生活,22
基礎年金,基礎年金,10
賃貸住宅,賃貸住宅,15
消費税,消費税,7
少子化対策,少子化対策,4
自己責任,自己責任,4
保険制度,保険制度,6
介護保険,介護保険,8
日本経済,日本経済,4
地方財政,地方財政,9
少子高齢,少子高齢,9
少子高齢,少子高齢,18
整理合理,整理合理,10
技術開発,技術開発,7
公営住宅,公営住宅,11
日本経済,日本経済,4
地方公共団体,地方公共団体,5
少子高齢,少子高齢,17
厚生労働省,厚生労働省,8
抜本改革,抜本改革,8
少子高齢,少子高齢,7
公共事業,公共事業,6
介護保険,介護保険,26
中小企業,中小企業,57
情報公開,情報公開,5
少子高齢,少子高齢,4
経済対策,経済対策,6
日本経済,日本経済,7
少子化対策,少子化対策,30
給付水準,給付水準,4
経済構造改革,経済構造改革,10
技術開発,技術開発,5
少子化対策,少子化対策,40
構造改革,構造改革,5
日本経済,日本経済,4
経済対策,経済対策,4
関係大臣,関係大臣,4
少子高齢,少子高齢,4
我が国経済,我が国経済,9
厚生年金,厚生年金,7
公共事業,公共事業,17
ベンチャー企業,ベンチャー企業,4
我が国経済,我が国経済,5
社会保障,社会保障,6
介護保険,介護保険,6
構造改革,構造改革,66
介護保険,介護保険,4
科学技術,科学技術,4
社会保障,社会保障,106
我が国経済,我が国経済,23
地方公共団体,地方公共団体,7
創意工夫,創意工夫,4
補正予算,補正予算,7
行政改革,行政改革,4
雇用不安,雇用不安,4
社会保障,社会保障,7
年金制度,年金制度,46
日本共産党,日本共産党,15
少子高齢,少子高齢,15
少子高齢,少子高齢,39
構造改革,構造改革,60
介護保険制度,介護保険制度,5
公共事業,公共事業,40
厚生大臣,厚生大臣,6
少子高齢,少子高齢,8
景気回復,景気回復,35
診療報酬,診療報酬,9
補正予算,補正予算,8
重要課題,重要課題,4
年金制度,年金制度,8
ＩＴ革命,ＩＴ革命,9
消費税,消費税,7
少子高齢,少子高齢,4
国民年金,国民年金,5
国民生活,国民生活,5
地方公共団体,地方公共団体,9
少子高齢,少子高齢,8
現行制度,現行制度,15
所得保障,所得保障,5
発展基盤,発展基盤,19
雇用安定,雇用安定,4
経済社会,経済社会,5
重要課題,重要課題,6
地方分権,地方分権,5
介護保険,介護保険,6
介護サービス,介護サービス,5
定率負担,定率負担,9
関係省庁,関係省庁,5
身体障害,身体障害,17
公的年金,公的年金,11
規制緩和,規制緩和,6
年金制度,年金制度,4
技術革新,技術革新,6
所得保障,所得保障,9
構造改革,構造改革,19
社会保障,社会保障,9
早期成立,早期成立,4
抜本改革,抜本改革,98
雇用情勢,雇用情勢,4
中小企業,中小企業,16
地方公共団体,地方公共団体,5
経済対策,経済対策,5
基礎年金,基礎年金,5
構造改革,構造改革,9
規制緩和,規制緩和,4
ミレニアムプロジェクト,ミレニアムプロジェクト,5
経済社会,経済社会,4
ベンチャー企業,ベンチャー企業,4
経済社会,経済社会,4
雇用対策,雇用対策,7
所得保障,所得保障,4
国庫負担,国庫負担,4
充実強化,充実強化,6
市民連合,市民連合,7
産業構造,産業構造,6
我が国経済,我が国経済,6
介護保険制度,介護保険制度,4
保育サービス,保育サービス,8
地方公共団体,地方公共団体,5
診療報酬,診療報酬,27
少子高齢,少子高齢,7
少子高齢,少子高齢,15
地方公共団体,地方公共団体,6
経済社会,経済社会,5
少子高齢,少子高齢,14
情報通信,情報通信,11
医療制度,医療制度,4
医療制度,医療制度,16
我が国経済,我が国経済,6
中小企業,中小企業,24
附帯決議,附帯決議,4
少子高齢,少子高齢,6
公共事業,公共事業,8
充実強化,充実強化,4
教育改革,教育改革,6
公共事業,公共事業,5
少子化対策,少子化対策,7
消費税率,消費税率,9
全会一致,全会一致,4
基礎年金,基礎年金,21
財政再建,財政再建,4
介護保険,介護保険,12
財政再建,財政再建,4
税方式,税方式,8
少子高齢,少子高齢,4
経済成長,経済成長,6
中小企業,中小企業,4
社会保障,社会保障,7
ＩＴ革命,ＩＴ革命,5
介護保険,介護保険,31
公的年金,公的年金,18
制度改正,制度改正,4
経済社会,経済社会,8
住宅政策,住宅政策,11
研究開発,研究開発,8
公共事業,公共事業,23
国民年金,国民年金,4
ＩＴ革命,ＩＴ革命,5
行政改革,行政改革,16
規制緩和,規制緩和,13
発展基盤,発展基盤,8
緊急経済対策,緊急経済対策,5
介護保険,介護保険,8
日本経済,日本経済,9
構造改革,構造改革,6
セーフティーネット,セーフティーネット,9
社会保険,社会保険,5
身体障害,身体障害,5
年金制度,年金制度,5
科学技術,科学技術,6
社会保障制度,社会保障制度,5
財政方式,財政方式,6
年金制度,年金制度,6
介護保険,介護保険,4
少子高齢,少子高齢,10
医療保険制度,医療保険制度,4
財政構造改革,財政構造改革,4
雇用対策,雇用対策,4
セーフティーネット,セーフティーネット,7
年金制度,年金制度,13
公共事業,公共事業,9
食料自給,食料自給,10
規制緩和,規制緩和,5
経済成長,経済成長,4
中小企業,中小企業,27
国民生活,国民生活,10
我が国経済,我が国経済,49
セーフティーネット,セーフティーネット,6
消費税率,消費税率,5
我が国経済,我が国経済,10
社会保障,社会保障,14
厚生大臣,厚生大臣,6
高齢社会,高齢社会,4
研究開発,研究開発,8
少子高齢,少子高齢,16
経済社会,経済社会,10
産業構造,産業構造,4
雇用創出,雇用創出,5
公共事業,公共事業,18
社会保障制度,社会保障制度,16
財政再建,財政再建,4
人材育成,人材育成,4
少子高齢,少子高齢,4
高齢社会,高齢社会,20
科学技術,科学技術,8
雇用対策,雇用対策,6
補正予算,補正予算,5
家庭生活,家庭生活,20
保険制度,保険制度,7
公的年金,公的年金,12
雇用対策,雇用対策,8
少子高齢,少子高齢,9
ＩＴ革命,ＩＴ革命,7
確定拠出,確定拠出,4
経済成長,経済成長,4
有識者会議,有識者会議,7
官房長官,官房長官,5
社会保障制度,社会保障制度,5
公共事業,公共事業,7
少子高齢,少子高齢,9
ベンチャー企業,ベンチャー企業,6
医療保険,医療保険,11
国民生活,国民生活,4
社会保障,社会保障,9
少子高齢,少子高齢,15
精神障害,精神障害,6
医療制度,医療制度,23
医療制度,医療制度,24
公共事業,公共事業,5
改正法案,改正法案,8
医療保険制度,医療保険制度,10
環境整備,環境整備,7
特別措置,特別措置,5
地方公共団体,地方公共団体,5
補正予算,補正予算,4
高齢社会,高齢社会,6
山間地域,山間地域,29
基礎年金,基礎年金,38
中央省庁,中央省庁,7
特殊法人,特殊法人,4
セーフティーネット,セーフティーネット,12
年金制度,年金制度,4
公的年金,公的年金,9
中小企業,中小企業,10
特別措置,特別措置,4
景気対策,景気対策,5
国民生活,国民生活,4
公共事業,公共事業,7
基礎年金,基礎年金,8
賃貸住宅,賃貸住宅,5
整理合理,整理合理,4
アジア経済,アジア経済,7
所得税,所得税,5
構造改革,構造改革,4
高齢社会,高齢社会,5
老人医療,老人医療,5
年金制度,年金制度,6
回復軌道,回復軌道,22
我が国経済,我が国経済,5
省庁再編,省庁再編,4
連立政権,連立政権,10
国民年金,国民年金,8
地方公共団体,地方公共団体,6
十分配慮,十分配慮,5
抜本改革,抜本改革,4
景気回復,景気回復,8
内閣総理大臣,内閣総理大臣,8
所得税,所得税,4
公共事業,公共事業,5
整理合理,整理合理,6
技術開発,技術開発,8
医療制度,医療制度,10
経済構造改革,経済構造改革,5
中小企業,中小企業,7
規制緩和,規制緩和,7
国民生活,国民生活,6
景気回復,景気回復,4
公営住宅,公営住宅,4
少子高齢,少子高齢,6
厚生年金,厚生年金,9
ベンチャー企業,ベンチャー企業,5
設備投資,設備投資,6
経済社会,経済社会,9
保険制度,保険制度,5
賃貸住宅,賃貸住宅,6
老後生活,老後生活,4
我が国経済,我が国経済,8
支給開始年齢,支給開始年齢,4
予算委員,予算委員,4
厚生大臣,厚生大臣,6
重要課題,重要課題,6
児童手当,児童手当,13
日本経済,日本経済,5
社会保障,社会保障,4
情報公開,情報公開,4
老人医療,老人医療,17
経済対策,経済対策,5
一般会計,一般会計,10
セーフティーネット,セーフティーネット,4
消費税,消費税,5
介護保険,介護保険,14
構造改革,構造改革,4
構造改革,構造改革,5
回復軌道,回復軌道,15
社会保障,社会保障,6
景気回復,景気回復,40
医療保険制度,医療保険制度,12
環境整備,環境整備,8
育児休業,育児休業,4
介護保険,介護保険,10
賃貸住宅,賃貸住宅,8
医療制度,医療制度,12
公共事業,公共事業,11
高齢社会,高齢社会,7
国家公務員,国家公務員,28
少子高齢,少子高齢,6
医療保険制度,医療保険制度,6
子育て支援,子育て支援,8
社会保障制度,社会保障制度,4
科学技術,科学技術,24
重要課題,重要課題,28
地方公共団体,地方公共団体,4
社会保障制度,社会保障制度,15
行政改革,行政改革,4
介護保険,介護保険,6
有識者会議,有識者会議,9
景気対策,景気対策,9
消費税,消費税,8
公共事業,公共事業,12
公共事業,公共事業,30
金融システム,金融システム,4
国家公務員,国家公務員,4
社会保障制度,社会保障制度,7
都市計画,都市計画,4
企業年金,企業年金,11
ベンチャー企業,ベンチャー企業,6
科学技術,科学技術,4
中小企業,中小企業,30
雇用創出,雇用創出,4
介護保険,介護保険,4
民需主導,民需主導,4
地方分権,地方分権,8
通常国会,通常国会,4
市場原理,市場原理,4
特別会計,特別会計,11
自己負担,自己負担,6
地方公共団体,地方公共団体,5
国会議員,国会議員,4
景気対策,景気対策,6
通常国会,通常国会,5
ミレニアムプロジェクト,ミレニアムプロジェクト,23
年金制度,年金制度,4
我が国経済,我が国経済,8
景気回復,景気回復,23
一般会計,一般会計,25
発展基盤,発展基盤,7
設備投資,設備投資,5
雇用対策,雇用対策,6
高齢社会,高齢社会,5
沖縄サミット,沖縄サミット,4
ＩＴ革命,ＩＴ革命,4
児童手当,児童手当,16
構造改革,構造改革,6
少子高齢,少子高齢,7
景気回復,景気回復,15
社会保障制度,社会保障制度,19
関係大臣,関係大臣,7
発展基盤,発展基盤,9
セーフティーネット,セーフティーネット,5
整理合理,整理合理,6
基本理念,基本理念,4
医療制度,医療制度,8
財政状況,財政状況,7
高齢社会,高齢社会,4
年金財政,年金財政,4
地方公共団体,地方公共団体,17
抜本改革,抜本改革,7
社会保障,社会保障,4
充実強化,充実強化,4
少子高齢,少子高齢,6
景気対策,景気対策,7
少子高齢,少子高齢,4
抜本改革,抜本改革,4
介護保険制度,介護保険制度,10
公的年金,公的年金,4
地方分権,地方分権,8
日本経済,日本経済,6
国民生活,国民生活,7
地方公共団体,地方公共団体,7
食料自給,食料自給,9
体制整備,体制整備,4
日本経済,日本経済,6
公共事業,公共事業,29
確定拠出年金,確定拠出年金,8
都市基盤整備,都市基盤整備,6
厚生大臣,厚生大臣,8
社会福祉,社会福祉,8
財政再建,財政再建,4
社会保険,社会保険,5
少子高齢,少子高齢,8
エンゼルプラン,エンゼルプラン,19
住宅政策,住宅政策,4
我が国経済,我が国経済,22
雇用環境,雇用環境,7
老人医療,老人医療,10
年金制度,年金制度,23
雇用対策,雇用対策,5
患者負担,患者負担,8
税制改正,税制改正,4
診療報酬,診療報酬,27
中小企業,中小企業,5
公共投資,公共投資,4
構造改革,構造改革,5
税方式,税方式,9
社会保障制度,社会保障制度,6
社会保障,社会保障,53
セーフティーネット,セーフティーネット,4
地方公共団体,地方公共団体,5
少子高齢,少子高齢,10
社会保障制度,社会保障制度,6
経済成長,経済成長,4
設備投資,設備投資,7
少子高齢,少子高齢,7
少子高齢,少子高齢,19
施政方針演説,施政方針演説,4
情報通信,情報通信,12
年金制度,年金制度,16
金融対策,金融対策,4
公共事業,公共事業,4
消費税,消費税,13
国民生活,国民生活,6
財政再建,財政再建,4
財政再建,財政再建,5
雇用機会,雇用機会,4
特殊法人,特殊法人,13
福祉目的税,福祉目的税,9
中小企業,中小企業,4
介護保険制度,介護保険制度,13
国民生活,国民生活,7
補正予算,補正予算,22
情報通信,情報通信,4
日本経済,日本経済,5
公共事業,公共事業,5
回復軌道,回復軌道,6
閣議決定,閣議決定,4
地方財政,地方財政,5
雇用対策,雇用対策,8
景気回復,景気回復,4
中小企業,中小企業,4
中小企業,中小企業,23
景気回復,景気回復,7
日本国憲法,日本国憲法,4
社会保障,社会保障,17
地方分権,地方分権,19
自主運用,自主運用,31
年金制度,年金制度,6
抜本改革,抜本改革,22
介護保険制度,介護保険制度,4
閣議決定,閣議決定,4
給付水準,給付水準,6
我が国経済,我が国経済,12
介護保険,介護保険,11
介護保険,介護保険,8
構造改革,構造改革,25
技術革新,技術革新,6
介護保険,介護保険,4
法改正,法改正,8
知的障害,知的障害,8
高齢社会,高齢社会,13
消費税,消費税,4
地方団体,地方団体,9
行政改革,行政改革,5
地方公共団体,地方公共団体,18
セーフティーネット,セーフティーネット,5
補正予算,補正予算,11
情報提供,情報提供,4
経済構造改革,経済構造改革,7
年金制度,年金制度,11
中小企業,中小企業,9
地方分権,地方分権,7
高齢社会,高齢社会,5
医療保険制度,医療保険制度,5
エンゼルプラン,エンゼルプラン,5
雇用対策,雇用対策,9
公共事業,公共事業,10
厚生大臣,厚生大臣,13
社会保障,社会保障,5
少子高齢,少子高齢,30
補正予算,補正予算,7
持続可能,持続可能,6
医療保険,医療保険,5
